 DBN,Don't edit Block occurance,BL,Status,BNL shipment,Shipping date,Comment,Sector,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSBBR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
5140,170,17,7,54,7/13/2021,,42,SG47,58-B,0.75,4/19/2021,Alexis,Nicholas,HCS,HCS-95,9,1140,4835,3695,CC,6/29/2021,JL,11,110,25,d40g,1.5,6/29/2021,SA,7,7/6/2021,AW/LR,5.2270,2.0710,2.0230,2.1570,1.8490,1.7960,1.9890,344.4,AW,3086,AW,8.96,20210706,2645,W,1.7991,99.14,0.0000,0.8696,3.6295,4.5,0.135,98.8006,99.1004,99.5502,99.1004,N,N,,,Mina,20210707.1,165.079,78.406,2.105,Nicholas,20210707,20210706,Mina,,Erin,Erin,Erin,42B17,7/7/2021,1,7/7/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5140,4,2,B,17,0.99,0.0762,-0.3556,-0.0508,-0.2794,-0.5334,-0.4826,0
5141,171,17,7,56,7/27/2021,,44,SG47,58-B,0.75,4/20/2021,Alina,Matthew,HCS,HCS-98,6,1145,4640,3495,SA,7/16/2021,SA,11,110,25,d40g,1.5,7/16/2021,SA,5,7/21/2021,AW/LR,5.2250,2.0620,2.0140,2.1500,1.8680,1.8100,1.9920,344.5,AW,3120,AW,9.06,20210721,2604,W,1.0495,97.60,0.0768,1.5745,5.6836,7.3,0.155,96.2519,98.051,98.6507,97.4513,N,N,,,Mason,20210722,218.351,122.498,1.782,Mina,20210722,20210722,Mason,,Adin,Mina,Adin,44B17,7/22/2021,1,7/22/2021,5b,5a,5b,5b,5a,5a,5a,1,1,5b,5141,4,4,B,17,0.937,0.0254,-0.5842,-0.2794,-0.4572,-0.0508,-0.127,0.0762
5142,172,17,7,56,7/27/2021,,44,SG47,58-B,0.75,4/20/2021,Alina,Matthew,HCS,HCS-97,7,1175,4810,3635,GP,7/14/2021,GP,11,110,25,d40g,5,7/14/2021,SA,7,7/21/2021,AW/LR,5.2220,2.0760,2.0170,2.1530,1.8530,1.8080,1.9890,344.4,AW,3080,AW,8.94,20210721,2649,W,1.6117,99.29,0.0378,1.0570,5.3605,6.5,0.161,100.15,98.3508,99.8501,98.8006,N,N,,,Mason,20210722,222.856,122.498,1.819,Mina,20210722,20210722,Mason,,Adin,Mina,Adin,44C17,7/22/2021,1,7/22/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5142,4,4,C,17,0.974,-0.0508,-0.2286,-0.2032,-0.381,-0.4318,-0.1778,0
5143,173,17,7,58,8/11/2021,,47,SG47,58-B,0.60,4/20/2021,Alina,Matthew,HCS,HCS-101,9,1140,4805,3665,CC,7/30/2021,JL,11,110,25,d40g,2,7/30/2021,SA,6,8/5/2021,AW/LR,5.2250,2.0780,2.0260,2.1580,1.8530,1.7950,1.9900,345.0,AW,3068,AW,8.89,20210805,2651,W,0.8246,99.36,0.0754,1.0939,5.6205,6.8,0.149,101.199,97.3013,99.5502,99.4003,N,N,,,Mason,20210810,165.812,118.007,1.405,Erin,20210809,20210806,Adin,,Adin,Erin,Mason,47A17,8/10/2021,5,8/9/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5143,4,7,A,17,0.982,0.0254,-0.1778,0.0254,-0.254,-0.4318,-0.508,0.0254
5144,174,17,7,56,7/27/2021,,44,SG47,58-B,0.60,4/20/2021,Alina,Matthew,HCS,HCS-97,8,1145,4715,3570,SA,7/13/2021,GP,11,110,25,d40g,1.5,7/13/2021,SA,8,7/21/2021,AW/LR,5.2210,2.0680,2.0110,2.1610,1.8740,1.8190,1.9910,345.9,AW,3134,AW,9.06,20210721,2643,W,1.3868,99.06,0.0757,2.3080,6.9996,9.4,0.181,99.2504,98.051,99.5502,99.4003,N,N,,,Mason,20210722,200.617,122.498,1.638,Mina,20210722,20210722,Mason,,Adin,Mina,Adin,44D17,7/22/2021,1,7/22/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5144,4,4,D,17,0.957,-0.0762,-0.4318,-0.3556,-0.1778,0.1016,0.1016,0.0508
5145,175,17,7,48,6/1/2021,,37,SG47,58-B,1.00,4/20/2021,Ritvik/Alexis,Suhani,HCS,HCS-81,7,1185,4805,3620,VM,5/12/2021,JL,10,110,25,d40g,1.5,5/12/2021,ET,12,5/24/2021,AW/LR,5.2180,2.0880,2.0140,2.1610,1.8700,1.8070,1.9880,345.8,AW,3090,AW,8.94,20210524,2648,W,1.0495,99.25,0.0378,0.3021,3.4743,3.8,0.128,98.8006,99.1004,99.5502,99.5502,N,N,,,Zander,20210526,356.322,259.01,1.376,Zander,20210525.1,20210525,Zander,,Adin,Adin,Adin,37C17,5/26/2021,2,5/25/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5145,3,7,C,17,0.97,-0.1524,0.0762,-0.2794,-0.1778,0,-0.2032,-0.0254
5146,176,17,7,60,8/25/2021,,,SG47,39-A,1.00,4/20/2021,Matthew/Dhriti,Alexis,HCS,HCS-97,9,1140,4785,3645,SA,7/8/2021,GP,11,110,25,d40g,1.5,7/9/2021,SA,41,8/19/2021,AW/LR,5.2000,2.0620,2.0140,2.1550,1.8630,1.8200,1.9930,343.6,AW,3164,AW,9.21,20210819,2584,W,1.3868,96.85,0.2322,2.8251,6.7725,9.8,0.186,96.2519,98.9505,94.7526,97.4513,N,N,,,Mason,20210819,129.922,81.0536,1.603,Mason,20210819,20210819,Mason,,Caroline,Mina,Mina,,8/19/2021,0,8/19/2021,5c,5a,5b,5c,5b,5a,5a,1,1,5b,5146,,,,,0.977,-0.6096,-0.5842,-0.2794,-0.3302,-0.1778,0.127,0.1016
5147,177,17,7,69,10/27/2021,,,SG47,58-B,0.36,4/21/2021,Erin,Alexis,HCS,HCS-135,8,1145,4990,3845,SA,10/19/2021,ET,12,110,25,d40g,2,10/19/2021,SA,3,10/22/2021,LR,5.2240,2.0700,2.0310,2.1490,1.8560,1.8070,1.9870,344.4,LR,3108,LR,9.02,20211022,2656,W,0.9745,99.55,0.0377,0.4518,6.8524,7.3,0.117,100.6,98.6507,99.5502,99.4003,N,N,,,Erin,20211022,130.13,101.873,1.277,LucasT,20211025,20211022,Erin,,Mina,Mina,Mina,,10/22/2021,0,10/25/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5147,,,,,1.031,0,-0.381,0.1524,-0.4826,-0.3556,-0.2032,-0.0508
5148,178,17,7,52,6/29/2021,,40,SG47,58-C,0.80,4/21/2021,Shanay,Alexis,HCS,HCS-92,9,1135,5020,3885,VM,6/15/2021,VM,11,110,25,d40g,1.5,6/15/2021,ET,7,6/22/2021,AW/LR,5.2270,2.0930,2.0190,2.1590,1.8680,1.8070,1.9900,346.8,AW,3216,AW,9.27,20210622,2655,W,0.5997,99.51,0.0753,1.2429,4.4444,5.8,0.139,98.3508,101.649,96.5517,101.499,N,N,,,Mina,20210622.2,159.761,91.8586,1.739,Zander,20210622.2,20210622,Zander,,Erin,Erin,Mina,40C17,6/22/2021,0,6/22/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5148,4,0,C,17,1.041,0.0762,0.2032,-0.1524,-0.2286,-0.0508,-0.2032,0.0254
5149,179,17,7,64,9/22/2021,58-C/58-B,,SG47,58-C,1.20,4/21/2021,Shanay,Alexis,HCS,HCS-127,9,1140,4860,3720,SA,9/9/2021,ET,12,110,25,d40g,2,9/9/2021,ET,5,9/14/2021,AW/LR,5.2240,2.0780,2.0250,2.1460,1.8460,1.8040,1.9890,343.9,AW,3154,AW,9.17,20210914,2651,W,2.1739,99.36,0.0754,1.4334,5.4696,7.0,0.121,100.15,98.051,99.4003,99.8501,N,N,,,LucasT,20210915.3,138.63,90.9497,1.524,EricH,20210915,20210915.1,LucasT,,Erin,Erin,Erin,,9/15/2021,1,9/15/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5149,,,,,0.997,0,-0.1778,0,-0.5588,-0.6096,-0.2794,0
5150,180,17,7,45,5/10/2021,,36,SG47,58-C,0.75,4/21/2021,Alexis,Dhriti,HCS,HCS-78,7,1185,4920,3735,MR,4/23/2021,ET,10,110,25,d40g,2,4/23/2021,ET,6,4/29/2021,AW/LR,5.2230,2.0660,2.0220,2.1640,1.8500,1.8110,1.9860,344.9,AW,3086,AW,8.95,20210429,2654,W,0.6372,99.48,0.3391,1.9593,7.0837,9.4,0.174,99.8501,99.7001,99.1004,99.2504,N,N,,,Zander,20210503.4,259.076,218.723,1.185,Jerome,20210503.1,20210430,Mason,,Mason,Mason,Adin,36D17,5/3/2021,4,5/3/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5150,3,6,D,17,1.001,-0.0254,-0.4826,-0.0762,-0.1016,-0.508,-0.1016,-0.0762
5151,181,17,7,49,6/8/2021,,37,SG47,39-A,0.75,4/21/2021,Alexis,Dhriti,HCS,HCS-82,7,1185,4850,3665,SA,5/18/2021,VM,10,110,25,d40g,2,5/18/2021,SA,6,5/24/2021,AW/LR,5.2180,2.0960,2.0180,2.1600,1.8720,1.8000,1.9850,345.8,AW,3070,AW,8.88,20210524,2656,W,1.7991,99.55,0.1506,1.9955,6.8901,9.0,0.173,97.7511,101.199,97.7511,101.499,N,N,,,Mina,20210525.3,371.343,281.287,1.320,Zander,20210525,20210525,Mina,,Adin,Zander,Zander,37B17,5/25/2021,1,5/25/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5151,3,7,B,17,0.982,-0.1524,0.2794,-0.1778,-0.2032,0.0508,-0.381,-0.1016
5152,182,17,7,57,8/4/2021,,45,SG47,39-A,0.75,4/21/2021,Alexis,Dhriti,HCS,HCS-99,7,1185,4945,3760,SA,7/22/2021,CC,11,110,25,d40g,2,7/22/2021,SA,5,7/27/2021,AW/LR,5.2250,2.0670,2.0240,2.1530,1.8480,1.8080,1.9910,344.4,AW,3187,AW,9.25,20210727,2649,W,1.9491,99.29,0.1133,1.4723,2.0008,3.6,0.129,99.7001,100.75,97.7511,98.9505,N,N,,,Nicholas,20210728.3,176.998,103.016,1.718,Nicholas,20210728.1,20210728,Nicholas,,Mason,Mason,Mason,45C17,7/28/2021,1,7/28/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5152,4,5,C,17,1.008,0.0254,-0.4572,-0.0254,-0.381,-0.5588,-0.1778,0.0508
5153,183,17,7,53,7/7/2021,,41,SG47,39-A,1.25,4/21/2021,Matthew,Alexis,HCS,HCS-93,8,1145,4850,3705,VM,6/18/2021,SA,11,110,25,d40g,1.5,6/18/2021,ET,11,6/29/2021,AW/LR,5.2260,2.0800,2.0190,2.1620,1.8650,1.7900,1.9890,345.4,AW,3204,AW,9.28,20210629,2639,W,0.4123,98.91,0.0379,0.5305,5.9871,6.6,0.145,99.7001,98.8006,98.8006,98.3508,N,N,,,Mina,20210629.2,176.24,77.1041,2.286,Zander,20210629,20210629,Mina,,Erin,Erin,Erin,41A17,6/29/2021,0,6/29/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5153,4,1,A,17,0.993,0.0508,-0.127,-0.1524,-0.1524,-0.127,-0.635,0
5154,184,17,7,59,8/19/2021,,46,SG47,39-A,0.75,4/21/2021,Alexis,Sparsh,HCS,HCS-101,8,1145,4950,3805,SA,8/4/2021,JL,11,110,25,d40g,1.5,8/4/2021,SA,6,8/10/2021,AW/LR,5.2260,2.0660,2.0110,2.1550,1.8530,1.8050,1.9900,344.0,AW,3152,AW,9.16,20210810,2641,W,1.3493,98.99,0.0757,0.8709,3.7864,4.7,0.129,100.3,98.051,98.6507,98.9505,N,N,,,Mason,20210810.1,166.776,100.717,1.656,Mason,20210811,20210810,Mina,,Mason,Mina,Erin,46D17,8/10/2021,0,8/11/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5154,4,6,D,17,1.02,0.0508,-0.4826,-0.3556,-0.3302,-0.4318,-0.254,0.0254
5155,185,17,7,55,7/21/2021,,43,SG47,58-C,1.20,4/22/2021,Dhriti,Sparsh,HCS,HCS-96,6,1195,4870,3675,SA,7/7/2021,GP,11,110,25,d40g,1.5,7/8/2021,SA,6,7/14/2021,AW/LR,5.2240,2.0510,2.0110,2.1560,1.8700,1.7940,1.9890,343.5,AW,3154,AW,9.18,20210714,2625,W,2.9985,98.39,0.8762,99.0476,0.0000,99.9,0.130,99.1004,96.4018,99.4003,98.6507,N,N,,,Nicholas,20210715.1,219.689,74.4928,2.949,Nicholas,20210715,20210715,Nicholas,,Erin,Erin,Erin,43B17,7/15/2021,1,7/15/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5155,4,3,B,17,0.985,0,-0.8636,-0.3556,-0.3048,0,-0.5334,0
5156,186,17,7,54,7/13/2021,,42,SG47,58-C,0.80,4/22/2021,Sparsh,Alexis,HCS,HCS-95,6,1190,4930,3740,CC,6/28/2021,JL,11,110,25,d40g,2.5,6/28/2021,LR,8,7/6/2021,AW/LR,5.2270,2.0670,2.0110,2.1580,1.8450,1.7900,1.9900,343.4,AW,3108,AW,9.05,20210706,2655,W,4.0854,99.51,0.0753,3.0132,32.7307,35.8,0.132,100.15,98.8006,99.8501,99.2504,N,N,,,Erin,20210707.2,107.18,78.406,1.367,Nicholas,20210707,20210709,Erin,,Erin,Mason,Mason,42C17,7/7/2021,1,7/7/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5156,4,2,C,17,1.002,0.0762,-0.4572,-0.3556,-0.254,-0.635,-0.635,0.0254
5157,187,17,7,57,8/4/2021,,45,SG47,58-C,0.75,4/22/2021,Alexis,Matthew,HCS,HCS-98,8,1145,4790,3645,SA,7/20/2021,CC,11,110,25,d40g,3,7/20/2021,SA,7,7/27/2021,AW/LR,5.2220,2.0720,2.0240,2.1550,1.8570,1.8070,2.0010,345.7,AW,3139,AW,9.08,20210727,2658,W,0.4498,99.63,0.0000,0.7524,3.9503,4.7,0.132,100,99.1004,99.7001,99.7001,N,N,,,EricH,20210728.1,100.374,66.6423,1.506,EricH,20210728,20210728,Mina,,Mason,Mason,Mason,45B17,7/28/2021,1,7/28/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5157,4,5,B,17,0.977,-0.0508,-0.3302,-0.0254,-0.3302,-0.3302,-0.2032,0.3048
5158,188,17,7,61,9/1/2021,,,SG47,58-C,0.90,4/22/2021,Sparsh,Alexis,HCS,HCS-103,7,1175,4935,3760,JL,8/17/2021,JL,12,110,25,d40g,1.5,8/17/2021,SA,6,8/23/2021,AW/LR,5.2250,2.0690,2.0170,2.1530,1.8570,1.8130,1.9910,344.8,AW,3138,AW,9.10,20210823,2664,W,10.0825,99.85,0.0375,1.6141,3.8664,5.5,0.139,100.15,99.5502,99.8501,99.8501,N,N,,,LucasT,20210825.1,157.225,101.053,1.556,Mason,20210824.1,20210825,LucasT,,Caroline,Mina,Mina,,8/25/2021,2,8/24/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5158,,,,,1.008,0.0254,-0.4064,-0.2032,-0.381,-0.3302,-0.0508,0.0508
5159,189,17,7,69,10/27/2021,,,SG47,58-C,0.75,4/22/2021,Alexis,Alina,HCS,HCS-134,6,1195,4900,3705,WW,10/15/2021,SA,12,110,25,d40g,1.5,10/15/2021,ET,7,10/22/2021,LR,5.2200,2.0730,2.0030,2.1620,1.8560,1.8010,1.9880,344.0,LR,3082,LR,8.96,20211022,2658,W,1.2744,99.63,0.0000,0.7524,8.2769,9.0,0.107,101.049,98.6507,99.5502,99.2504,N,N,,,Erin,20211022,115.799,101.873,1.137,LucasT,20211025,20211022,Erin,,Mina,Mina,Mina,,10/22/2021,0,10/25/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5159,,,,,0.993,-0.1016,-0.3048,-0.5588,-0.1524,-0.3556,-0.3556,-0.0254
5160,190,17,7,74,12/8/2021,,,SG47,58-C,1.00,4/22/2021,Dhriti,Suhani,HCS,HCS-142,7,1190,5045,3855,SA,11/22/2021,ET,13,110,25,d40g,3,11/22/2021,ET,11,12/3/2021,AW/LR,5.2060,2.0610,2.0040,2.1450,1.8690,1.8000,1.9820,341.1,AW,3116,AW,9.13,20211203,2621,W,1.9116,98.24,0.1908,1.7551,3.0904,5.0,0.157,98.9505,97.1514,97.1514,99.7001,N,N,,,Mina,20211203.1,155.316,89.9464,1.727,EricH,20211203,20211203,Mina,,Mina,Mina,Mina,,12/3/2021,0,12/3/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5160,,,,,1.033,-0.4572,-0.6096,-0.5334,-0.5842,-0.0254,-0.381,-0.1778
5161,191,17,7,52,6/29/2021,,40,SG47,58-C,1.00,4/22/2021,Sparsh/Alexis,Suhani,HCS,HCS-83,8,1140,4735,3595,VM,5/24/2021,VM,10,110,25,d40g,2.5,5/24/2021,SA,30,6/23/2021,AW/LR,5.2080,2.0700,2.0240,2.1600,1.8570,1.8140,1.9780,343.7,AW,3024,AW,8.80,20210623,2646,N,0.1499,99.18,0.1134,1.9274,6.5760,8.6,0.161,100,99.7001,97.901,99.1004,N,N,,,Erin,20210623.1,199.175,150.829,1.321,Mina,20210624,20210623,Mina,,Erin,Zander,Zander,40D17,6/23/2021,0,6/24/2021,5b,5b,5a,5a,5a,5a,5a,1,1,5a,5161,4,0,D,17,0.964,-0.4064,-0.381,-0.0254,-0.2032,-0.3302,-0.0254,-0.2794
5162,192,17,7,55,7/21/2021,,43,SG47,58-C,0.75,4/22/2021,Alexis,Matthew,HCS,HCS-96,8,1145,4995,3850,SA,7/1/2021,JL,11,110,25,d40g,2,7/1/2021,LR,11,7/12/2021,AW/LR,5.2230,2.0660,2.0140,2.1570,1.8710,1.8110,1.9870,344.9,AW,3190,AW,9.25,20210712,2662,W,1.7991,99.78,0.0376,1.4651,2.7423,4.2,0.138,100.75,98.8006,100,99.5502,N,N,,,Erin,20210713,166.715,120.653,1.382,Mina,20210712,20210713,Erin,,Erin,Mina,Mina,43A17,7/13/2021,1,7/12/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5162,4,3,A,17,1.032,-0.0254,-0.4826,-0.2794,-0.2794,0.0254,-0.1016,-0.0508
5163,193,17,7,61,9/1/2021,,,SG47,58-C,0.75,4/23/2021,Alexis,Alina,HCS,HCS-103,9,1140,4830,3690,JL,8/18/2021,JL,12,110,25,d40g,1.5,8/18/2021,SA,6,8/24/2021,AW/LR,5.2230,2.0930,2.0280,2.1520,1.8720,1.8100,1.9890,346.5,AW,3092,AW,8.92,20210824,2646,W,0.7121,99.18,0.0378,0.7181,2.6833,3.4,0.113,99.1004,99.2504,99.5502,98.8006,N,N,,,LucasT,20210826.1,153.373,90.609,1.693,Mina,20210825.1,20210826,Erin,,Erin,Erin,EricH,,8/26/2021,2,8/25/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5163,,,,,0.989,-0.0254,0.2032,0.0762,-0.4064,0.0508,-0.127,0
5164,194,17,7,60,8/25/2021,,,SG47,58-B,1.00,4/23/2021,Shanay,Alexis,HCS,HCS-103,8,1150,4915,3765,JL,8/12/2021,JL,12,110,25,d40g,9,8/13/2021,LR,6,8/19/2021,AW/LR,5.2250,2.0680,2.0220,2.1520,1.8670,1.8130,1.9870,345.0,AW,3158,AW,9.15,20210819,2652,W,0.5247,99.40,0.0754,1.0181,5.7692,6.9,0.162,100,98.6507,99.2504,99.7001,N,N,,,Mason,20210819.1,170.781,108.491,1.574,Mason,20210824,20210819,Mason,,Caroline,Mina,Mina,,8/19/2021,0,8/24/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,5164,,,,,1.009,0.0254,-0.4318,-0.0762,-0.4064,-0.0762,-0.0508,-0.0508
5165,195,17,7,51,6/22/2021,,39,SG47,58-B,0.80,4/23/2021,Shanay,Alexis,HCS,HCS-91,9,1140,4825,3685,VM,6/9/2021,JL,11,110,25,d40g,1.5,6/9/2021,ET,6,6/15/2021,AW/LR,5.2200,2.0820,2.0180,2.1630,1.8430,1.8020,1.9870,344.6,AW,3110,AW,9.03,20210615,2656,W,1.1994,99.55,0.0377,1.0166,4.4428,5.5,0.141,99.7001,99.5502,99.5502,99.4003,N,N,,,Zander,20210616,250.859,140.574,1.785,Mina,20210615,20210616,Zander,,Mason,Mina,Mina,39B17,6/16/2021,1,6/15/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5165,3,9,B,17,0.988,-0.1016,-0.0762,-0.1778,-0.127,-0.6858,-0.3302,-0.0508
5166,196,17,7,72,11/16/2021,,,SG47,58-B,0.45,4/26/2021,Erin,Alexis,HCS,HCS-138,8,1145,4955,3810,SA,11/1/2021,ET,12,110,25,d40g,2.5,11/1/2021,ET,3,11/4/2021,AW/LR,5.2230,2.0790,2.0290,2.1590,1.8490,1.8020,1.9900,345.3,AW,3114,AW,9.02,20211104,2647,W,1.4618,99.21,0.1511,2.1912,4.0423,6.4,0.156,100.9,99.1004,98.8006,98.051,N,N,,,Nicholas,20211104.4,176.725,129.35,1.366,Nicholas,20211104,20211104,Nichoas,,Erin,Erin,Erin,,11/4/2021,0,11/4/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5166,,,,,1.021,-0.0254,-0.1524,0.1016,-0.2286,-0.5334,-0.3302,0.0254
5167,197,17,7,49,6/8/2021,,37,SG47,58-B,0.35,4/26/2021,Erin,Alexis,HCS,HCS-82,8,1135,4960,3825,VM,5/14/2021,VM,10,110,25,d40g,2,5/14/2021,ET,10,5/24/2021,AW/LR,5.2180,2.0870,2.0200,2.1550,1.8620,1.7910,1.9710,343.2,AW,3098,AW,9.03,20210524,2651,W,0.7496,99.36,0.0000,0.9430,6.0732,7.0,0.149,95.0525,103.748,93.7031,104.948,N,N,,,Mina,20210525.3,322.813,281.287,1.148,Zander,20210525,20210525,Mina,,Adin,Zander,Zander,37A17,5/25/2021,1,5/25/2021,5b,5a,5b,5a,5b,5a,5a,1,1,5b,5167,3,7,A,17,1.025,-0.1524,0.0508,-0.127,-0.3302,-0.2032,-0.6096,-0.4572
5168,198,17,7,68,10/19/2021,,,SG47,55-A,0.65,4/26/2021,Vishwa,Alexis,HCS,HCS-132,8,1140,4735,3595,SA,10/4/2021,SA,12,110,25,d40g,2,10/4/2021,ET,7,10/11/2021,AW/LR,5.2240,2.0610,2.0270,2.1600,1.8510,1.8110,1.9840,344.5,AW,3088,AW,8.96,20211011,2653,W,0.3374,99.44,0.0000,0.4146,3.1285,3.5,0.114,100.45,99.1004,99.5502,98.6507,N,N,,,Mina,20211011.1,154.176,89.6954,1.719,Mina,20211011,20211011,Mina,,Mina,Mina,Mina,,10/11/2021,0,10/11/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5168,,,,,0.964,0,-0.6096,0.0508,-0.2032,-0.4826,-0.1016,-0.127
5169,199,17,7,57,8/4/2021,58-B/39-B,45,SG47,58-B,0.30,4/26/2021,Erin,Alexis,HCS,HCS-99,6,1190,4960,3770,SA,7/21/2021,CC,11,110,25,d40g,2,7/21/2021,SA,6,7/27/2021,AW/LR,5.2240,2.0720,2.0210,2.1430,1.8580,1.8020,1.9900,343.7,AW,3172,AW,9.23,20210727,2649,W,0.6747,99.29,0.4530,93.3560,6.1910,100.0,0.125,99.4003,99.2504,97.7511,100.75,N,N,,,Nicholas,20210728.3,184.534,103.016,1.791,Nicholas,20210728.1,20210728,Nicholas,,Mason,Mason,Mason,45A17,7/28/2021,1,7/28/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5169,4,5,A,17,1.01,0,-0.3302,-0.1016,-0.635,-0.3048,-0.3302,0.0254
5170,200,17,7,53,7/7/2021,,42,SG47,39-B,0.42,4/26/2021,Erin,Alexis,HCS,HCS-93,7,1190,4940,3750,ET,6/16/2021,GP,11,110,25,d40g,1.5,6/16/2021,SA,13,6/29/2021,AW/LR,5.2270,2.0720,2.0170,2.1530,1.8490,1.8050,1.9890,344.2,AW,3202,AW,9.30,20210629,2661,W,0.1874,99.74,0.0000,0.3758,2.4051,2.8,0.111,100,99.2504,100,99.7001,N,N,,,Erin,20210629.4,144.427,91.0744,1.586,Zander,20210629.1,20210629,Erin,,Erin,Zander,Zander,42D17,6/29/2021,0,6/29/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5170,4,2,D,17,1.005,0.0762,-0.3302,-0.2032,-0.381,-0.5334,-0.254,0
5171,201,17,8,72,11/16/2021,bad 2022 group 3 39-A/39-B,,SG47,39-A,1.00,4/26/2021,Nicholas,Alexis,HCS,HCS-139,9,1145,4970,3825,SA,11/5/2021,ET,12,110,25,d40g,2,11/5/2021,ET,7,11/12/2021,AW/LR,5.2250,2.0740,2.0320,2.1510,1.8550,1.7940,1.9930,344.8,AW,3110,AW,9.02,20211112,2644,N,3.4107,99.10,0.1135,3.5552,19.6293,23.3,0.169,98.6507,99.4003,99.2504,99.1004,N,N,,,Vrishin/Mina,20211112.4,123.27,68.4015,1.802,Vrishin,20211112.1,20211115,LucasT,,Caroline,LucasT,LucasT,,11/12/2021,0,11/12/2021,8,5a,5b,5a,5a,5a,5a,1,1,5a,5171,,,,,1.025,0.0254,-0.2794,0.1778,-0.4318,-0.381,-0.5334,0.1016
5172,202,17,7,66,10/6/2021,,,SG47,39-B,0.42,4/26/2021,Erin,Alexis,HCS,HCS-129,9,1140,4860,3720,SA,9/16/2021,SA,12,110,25,d40g,2,9/16/2021,SA,15,10/1/2021,AW/LR,5.2250,2.0710,2.0260,2.1490,1.8480,1.7960,1.9920,343.9,AW,3134,AW,9.11,20211001,2652,W,0.1499,99.40,0.0000,0.3771,3.2051,3.6,0.115,101.499,97.6012,99.8501,98.6507,N,N,,,Mina,20211001.5,150.03,93.3058,1.608,Vrishin,20211001.1,20211001,Erin,,Erin,Mina,Mina,,10/1/2021,0,10/1/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,5172,,,,,0.997,0.0254,-0.3556,0.0254,-0.4826,-0.5588,-0.4826,0.0762
